Supplement,Mentioned_Supplements,Average_Individual_Sentiment,Average_Combination_Sentiment,Difference
Theanine,lemon balm,2.2393162393162394,2.0,-0.23931623931623935
Theanine,magnesium,2.2393162393162394,2.140449438202247,-0.09886680111399215
Theanine,magnolia bark,2.2393162393162394,1.7,-0.5393162393162394
Theanine,melatonin,2.2393162393162394,2.0804597701149423,-0.15885646920129703
Theanine,passion flower,2.2393162393162394,2.0,-0.23931623931623935
Theanine,potassium,2.2393162393162394,2.0,-0.23931623931623935
Theanine,skullcap,2.2393162393162394,2.2222222222222223,-0.017094017094017033
Theanine,tryptophan,2.2393162393162394,2.2857142857142856,0.04639804639804623
Theanine,valerian root,2.2393162393162394,2.2051282051282053,-0.03418803418803407
Theanine,vitamin d,2.2393162393162394,1.3333333333333333,-0.9059829059829061
Theanine,zinc,2.2393162393162394,2.2222222222222223,-0.017094017094017033
Tryptophan,5-htp,2.2981260647359454,2.081081081081081,-0.21704498365486424
Tryptophan,ashwagandha,2.2981260647359454,2.25,-0.048126064735945384
Tryptophan,black seed oil,2.2981260647359454,1.0,-1.2981260647359454
Tryptophan,calcium,2.2981260647359454,2.6666666666666665,0.36854060193072113
Tryptophan,cbd oil,2.2981260647359454,2.090909090909091,-0.20721697382685456
Tryptophan,chamomile,2.2981260647359454,1.8,-0.49812606473594534
Tryptophan,glycine,2.2981260647359454,1.9333333333333333,-0.36479273140261204
Tryptophan,kava,2.2981260647359454,2.3333333333333335,0.0352072685973881
Tryptophan,lavender,2.2981260647359454,1.6,-0.6981260647359453
Tryptophan,lemon balm,2.2981260647359454,2.6666666666666665,0.36854060193072113
Tryptophan,magnesium,2.2981260647359454,2.240740740740741,-0.05738532399520446
Tryptophan,magnolia bark,2.2981260647359454,3.6666666666666665,1.3685406019307211
Tryptophan,melatonin,2.2981260647359454,1.9487179487179487,-0.3494081160179967
Tryptophan,passion flower,2.2981260647359454,1.0,-1.2981260647359454
Tryptophan,potassium,2.2981260647359454,3.2142857142857144,0.916159649549769
Tryptophan,skullcap,2.2981260647359454,1.0,-1.2981260647359454
Tryptophan,theanine,2.2981260647359454,2.2857142857142856,-0.012411779021659797
Tryptophan,valerian root,2.2981260647359454,2.2615384615384615,-0.03658760319748389
Tryptophan,vitamin d,2.2981260647359454,1.5,-0.7981260647359454
Tryptophan,zinc,2.2981260647359454,2.2,-0.0981260647359452
Valerian Root,5-htp,2.036991745643534,2.0,-0.036991745643534024
Valerian Root,amanita,2.036991745643534,1.4,-0.6369917456435341
Valerian Root,ashwagandha,2.036991745643534,1.96875,-0.06824174564353402
Valerian Root,calcium,2.036991745643534,1.9333333333333333,-0.10365841231020068
Valerian Root,california poppy,2.036991745643534,2.3,0.2630082543564658
Valerian Root,cbd oil,2.036991745643534,1.7375,-0.299491745643534
Valerian Root,chamomile,2.036991745643534,2.254054054054054,0.2170623084105201
Valerian Root,glycine,2.036991745643534,2.274193548387097,0.23720180274356295
Valerian Root,kava,2.036991745643534,1.9047619047619047,-0.13222984088162937
Valerian Root,lavender,2.036991745643534,1.9763779527559056,-0.06061379288762847
Valerian Root,lemon balm,2.036991745643534,2.345,0.30800825435646617
Valerian Root,magnesium,2.036991745643534,2.0385852090032155,0.0015934633596814685
Valerian Root,magnolia bark,2.036991745643534,2.3703703703703702,0.3333786247268362
Valerian Root,melatonin,2.036991745643534,1.8141377209018892,-0.22285402474164484
Valerian Root,mulungu,2.036991745643534,1.75,-0.286991745643534
Valerian Root,passion flower,2.036991745643534,2.189189189189189,0.152197443545655
Valerian Root,potassium,2.036991745643534,1.9,-0.1369917456435341
Valerian Root,skullcap,2.036991745643534,2.465909090909091,0.4289173452655568
Valerian Root,theanine,2.036991745643534,2.2051282051282053,0.16813645948467126
Valerian Root,tryptophan,2.036991745643534,2.2615384615384615,0.22454671589492747
Valerian Root,vitamin d,2.036991745643534,1.3333333333333333,-0.7036584123102008
Valerian Root,zinc,2.036991745643534,1.9642857142857142,-0.07270603135781983
Vitamin D,5-htp,1.6145454545454545,2.0,0.3854545454545455
Vitamin D,ashwagandha,1.6145454545454545,1.3333333333333333,-0.28121212121212125
Vitamin D,calcium,1.6145454545454545,1.1875,-0.4270454545454545
Vitamin D,cbd oil,1.6145454545454545,2.0,0.3854545454545455
Vitamin D,chamomile,1.6145454545454545,2.0,0.3854545454545455
Vitamin D,glycine,1.6145454545454545,1.4,-0.2145454545454546
Vitamin D,kava,1.6145454545454545,3.0,1.3854545454545455
Vitamin D,lavender,1.6145454545454545,2.0,0.3854545454545455
Vitamin D,lemon balm,1.6145454545454545,2.3333333333333335,0.718787878787879
Vitamin D,magnesium,1.6145454545454545,1.4901960784313726,-0.12434937611408192
Vitamin D,magnolia bark,1.6145454545454545,4.0,2.3854545454545457
Vitamin D,melatonin,1.6145454545454545,1.403225806451613,-0.21131964809384152
Vitamin D,potassium,1.6145454545454545,1.4545454545454546,-0.15999999999999992
Vitamin D,skullcap,1.6145454545454545,1.5,-0.1145454545454545
Vitamin D,theanine,1.6145454545454545,1.3333333333333333,-0.28121212121212125
Vitamin D,tryptophan,1.6145454545454545,1.5,-0.1145454545454545
Vitamin D,valerian root,1.6145454545454545,1.3333333333333333,-0.28121212121212125
Vitamin D,zinc,1.6145454545454545,1.7142857142857142,0.09974025974025968
Zinc,5-htp,2.3067846607669615,1.75,-0.5567846607669615
Zinc,ashwagandha,2.3067846607669615,1.8333333333333333,-0.4734513274336283
Zinc,calcium,2.3067846607669615,2.4864864864864864,0.17970182571952487
Zinc,cbd oil,2.3067846607669615,1.7142857142857142,-0.5924989464812473
Zinc,chamomile,2.3067846607669615,2.4545454545454546,0.14776079377849305
Zinc,glycine,2.3067846607669615,1.5,-0.8067846607669615
Zinc,kava,2.3067846607669615,1.625,-0.6817846607669615
Zinc,lavender,2.3067846607669615,2.4285714285714284,0.12178676780446684
Zinc,lemon balm,2.3067846607669615,2.0,-0.30678466076696154
Zinc,magnesium,2.3067846607669615,2.3781512605042017,0.07136659973724013
Zinc,magnolia bark,2.3067846607669615,2.0,-0.30678466076696154
Zinc,melatonin,2.3067846607669615,2.1604938271604937,-0.14629083360646788
Zinc,passion flower,2.3067846607669615,2.5,0.19321533923303846
Zinc,potassium,2.3067846607669615,2.4615384615384617,0.15475380077150014
Zinc,skullcap,2.3067846607669615,1.0,-1.3067846607669615
Zinc,theanine,2.3067846607669615,2.2222222222222223,-0.08456243854473922
Zinc,tryptophan,2.3067846607669615,2.2,-0.10678466076696136
Zinc,valerian root,2.3067846607669615,1.9642857142857142,-0.34249894648124735
Zinc,vitamin d,2.3067846607669615,1.7142857142857142,-0.5924989464812473
